ID;Başlık;Yazar;Yazar ID;İşaretler;Favori mi?;Favori Sayısı;Yorum Sayısı;İçerik;Oluşturulma Tarihi;Güncelleme Tarihi
"102369555";"meditasyon";"festia";"1605634";"share report vote";"Evet";"15";"0";"yaklaşık bir yıldır düzenli olarak meditasyon yapıyorum. onun öncesinde de hayatımda -kopuk kopuk da olsa- neredeyse bir üç yıldır var. ne yazık ki, meditasyonun çok yanlış anlaşıldığını düşünüyorum keza bu ‘ben mükemmel yapıyorum ooo süperim’ anlamına gelmesin lütfen: ki zaten meditasyonu ‘mükemmel’ yapmak diye bir şey de yok. sadece tekniğinin ve kavram olarak yanlış anlaşıldığını, meditasyonun bir yaşam tarzı olarak görülmediğini, bir felsefesi olduğunun farkına varılamadığını düşünüyorum. ve her şeyde yaptığımız gibi bu kavramın da içini boşaltıyor oluşumuzu üzülerek izliyorum. meditasyon popülist bir kavram değildir. meditasyon derin bir meseledir. zihnini boşaltmak hiç değildir. zihnin dolu iken de dikkatini şu âna getirebilme becerisidir. zihni kontrol edebilmektir. düşüncelerinin ve dikkatinin iplerinin elinde olması demektir. zihni eğitmektir. tıpkı nefes gibi, zihindeki düşüncelerin de hep akacağının ve hep olacağının farkına varmaktır. bütün gün problemine takılı kalıp onu izlemek de bir seçim (bir süre sonra problemin de sana baktığını görüyorsun işte o çok fena) ancak meditasyonda aslolan dikkatini nefesine getirmek ve âna dönmektir. nefesine odaklanırken bile bir önceki nefes değil, bir sonraki de değil tam şu andaki nefese odaklanılır. çünkü zihne-en basit anlatımıyla-‘giden gitti’ mesajı verilir ve işin içinde eğitmek olduğu için, bu öyle sihir gibi bir şey değil, bir günde olacak iş hiç değil ne yazık ki. yapılacak bir şeyin -mış gibi yapılmasındansa, tüm benliğini vererek, tüm iyi niyetinin gücü ile, tüm varlığının genişlemesini isteyerek ve gerçekten ‘özgürleşmek’ için ve öğrenme aşkı ile yapılmasını düşünenlerdenim. herkese tavsiye ederim..";"20.02.2020 13:49";""
"114636185";"meditasyon";"beyoglundaki tramvay";"2252149";"share report vote";"Evet";"6";"0";"yönlendirmeli şeklini uyguladığım sakinleştirici. birkaç yıl önce meditasyon -yeni adıyla meditopia- uygulamasıyla başladım, sadece kendimi çok kötü hissettiğim zamanlarda yapıyordum. geçen aylarda anksiyete bozukluğunun üzerindeki etkilerini ve bilim insanlarının da yapılmasını desteklediğini öğrenince yeni insanlar keşfetme ihtiyacı hissettim. çeşitli platformlarda birçok insan tanıdım. kimi psikolog, kimi yogi, kimi daha farklı meslekleri olan kişilerdi. fark ettiğim bir şey var: meslekleri, yaşama biçimleri, inanışları ne olursa olsun bu insanlar sahip olmak istediğim dinginliğe sahip. bu farkındalığa varınca daha sık meditasyon yapıp kendime sakinleştirici telkinler vermeye, daha sabırlı olmaya karar verdim. hayatının yarısından fazlasını depresyon ve anksiyete bozukluğuyla geçirmiş ve ilaç tedavisini reddeden biri olarak bu şekilde arınacağıma inanıyorum.";"22.10.2020 23:21";""
"109124724";"meditasyon";"mukatta";"535304";"share report vote";"Evet";"3";"0";"mucize olduğu iddia edilmeyen bir öğreti. insanları işi gücü bırakıp meditasyon yapmama sebebi, yapıp da tatmin olmamaları değil, hiç ilgilenmemeleridir. zengin entelektüellerin işi değildir, işsiz ve çulsuz biri olarak kendimden ve çevremden biliyorum.";"20.06.2020 16:27";""
"101168045";"meditasyon";"isimsizli";"1775863";"share report vote";"Evet";"1";"0";"aç bir dava da başlığın tüm haklarını sana versinler üstteki yazar arkadaş.";"28.01.2020 01:28";""
"116533716";"meditasyon";"icimdenbirsesdiyorki";"1097125";"share report vote";"Evet";"13";"0";"uc yila yakin zamandir cogu zaman gonullu bir sekilde, bazense hic istemeyerek bir parcasi oldugum nefes pratiklerine verilen isim. evet dogru, ozellikle zor bir duygunun icinden geciliyorsa o gun, insanin cani hic istemiyor. oturup gozlerini kapadigin an suratina tokat gibi carpiyor zira olup biten her sey. ama iste en cok da oyle gunlerin sonunda minnet duyuyorum. bana sahip oldugum bu dev beceriyi hatirlattigi icin. zaman zaman meditasyon hakkinda uzun uzun dusunur, bazen de yazarim. cunku bu aslinda bir yolculuk ve insan yolda degisiyor, anliyor, kimi zaman vazgecip kimi zaman ise sikica tutunuyor. bugun geldigim noktada neden israrla, bunca disiplinle yillardir basina oturdugumu anladim sanirim. dogru nefes, hayatta insana bu kadar iyi gelip, bir o kadar da kontrolumuzde olan tek sey. kimi insanlar, sesler, yerler, konumlar veya tatlar da bir o kadar iyi gelebiliyor aslinda: ancak bir farkla: onlari kontrol edemiyoruz. cesitli sebeplerle (insanlar gitmis, sesler kisilmis, o bina yikilmis veya o tatlidan kalmamis olabilir misal) orada olmayabiliyorlar. oysa bedenimi tasidigim her yere, aslinda nefesimi de tasiyorum. ve darma duman olmussam eger, cagirmasini ve kullanmasini bildigim muddetce nefesim bana destek olmak icin orada. bu hakikaten harika bir sey. icimizde bu kadar dogal bicimde var olan bu destek mekanizmasini kullanmayi becermek omurluk bir iyilik. bu vesileyle sebat ettigim her gun icin kendime ufak bir tesekkur etmis olayim huzurunuzda.";"06.12.2020 21:57";""
"118481380";"meditasyon";"kiraz dali";"1805964";"share report vote";"Evet";"5";"0";"meditasyon, insanın tamamen kendiyle kaldığı, kendine ayırdığı özel bir an. bu yüzden çok değerli. bütün seslerin sustuğu, bütün düşüncelerin gelip geçtiği, zihnin susup ruhun konuşmaya başladığı bir rahatlama yöntemi. en güzel yanı ise, meditasyon esnasında hiçbir yere yetişmek, hiçbir yerde olmak ve hiçbir şey yapmak zorunda olmadığının farkında olmak. işte bu, başlı başına en büyük rahatlamayı ve içsel huzuru veriyor. yapılması gereken her şey yapıldı ve o andan itibaren kimsenin size ihtiyacı yok. artık biricik can yoldaşınızla, en değerli varlığınızla, kendinizle baş başasınız. özgürce.";"20.01.2021 11:11";""
"25419575";"meditasyon";"rugulas ikarus";"850444";"share report vote";"Evet";"1";"0";"bir noktaya kadar olumlu ve somut etkilerinin görüldüğü zihinsel egzersiz. uykuda düzelme, daha olumlu bir yaklaşım, küçük ağrıların yok olması, dinç hissetme vb. gibi durumlar meditasyon düzenli yapıldığı zaman kendini kısa zamanda gösteriyor. ancak bir noktadan sonra yerinde saymak mümkün. çünkü ileri aşamalara geçmek, hayatınızda daha köklü değişiklikler yapmak durumunda kalıyorsunuz. özellikle stresli dönemlerde yatmadan evvel bir 5-10 dakika denenmelidir. ücretsizdir.";"18.09.2011 15:17";""
"36281854";"meditasyon";"metaformoz";"1326703";"share report vote";"Evet";"2";"0";"hücrelerimizle iletişime geçmemiz demek onların bizi tanıması demek, bizim onları tanımamız demek. bu bütünleştirmedir, dengelenmedir, aydınlanmaya götürür... onları sadece algılarız, (ısıyı, ışığı, sıcaklığı, akışı hissederiz). tanımlamaya gerek yoktur... enerji dikkatini takip edecek ve iletişime geçtiğin bölgede/hücrelerimizde yoğunlaşacaktır. bu da: hücrelerinin aydınlanmasını, tüm bedenin aydınlanmasını sağlayacaktır... kiara: buda(gotama buda)'nın, ""bedendeki duyumların zihnin en derin düzeylerine ve dolayısıyla aydınlanmanın en derin düzeylerine giriş kapısı olduğunu"" öğrettiğini söyler... meditasyonda da budur. boşluktur. bilinçli olarak varoluşu deneyimlemek, boşlukta var olmaktır. bizler oturup mum yakabilir belli sözleri zikredebilir, belli mantraları okuyabiliriz... bu yöntemlerle zihni kontrol altına alabileceğimizi söyleyebiliriz ama tüm bunlar zihni devre dışı bırakır, uyutur... osho der ki: ""belli sözleri sürekli olarak tekrarlarsan bir süre sonra zihin uykuya geçecektir..."" bu bizi boşlukta süzülür kılabilir ama bu durumda bilinçte yok olur. meditasyon boşlukta (bilinçli) var olmak, var oluşu deneyimlemektir. bunu her an olduğumuz her yerde yapabiliriz... bizler sesleri işitir, sözcükleri duyar yada okuruz: bu dildir. sözcükler, sesler arası boşluk: varoluştur. bunu bilinçli olarak deneyimlemek ise meditasyondur...";"22.08.2013 01:21";""
"6359224";"meditasyon";"plastic surgery disaster";"13260";"share report vote";"Evet";"4";"0";"meditasyon kelimesinin asıl karşıtı bhavanadır... bhavana zihinsel kultur, zihinsel geli$im, zihinsel evrim demekdir...";"24.11.2004 17:56";""
"542770";"meditasyon";"whitesaint";"11108";"share report vote";"Evet";"3";"0";"içe dönüş ve içe bakış ile başlayan... ""şey""";"21.07.2001 17:45";"21.07.2001 17:46"
"79288180";"meditasyon";"nrvna";"906872";"share report vote";"Evet";"3";"0";"meditasyon bana zihin eğitimi gibi geliyor. bir köpeği nasıl otur kalk diye eğitiyorsak beyni de dur, çalış, odaklan, rahatla şeklinde eğitiyoruz. baya faydasını gördüğümü söyleyebilirim.";"18.07.2018 01:32";""
"81998257";"meditasyon";"rinnegan";"1018192";"share report vote";"Evet";"16";"0";"appla mappla, kitapla veya doktrinlerle alakasi yoktur. batılı şarlatanlar meditasyonu ilk defa kendileri kesfetmiscesine ve paketler halinde satadursun, rahat bir pozisyonda olduğumuz surece bedava meditasyon yapabiliriz. tek yapmamiz gereken nefesi kendi haline birakarak onu seyretmek. belli bir sekilde nefes almaya calismak meditasyonun amaci olan dogalligi bozar. her cesit şey yüzeye cikacak, zihin isyan edecek. bunu fark edince de nefesi izlemeye geri donecegiz. benim dusuncelerin kaynagina donmek icin kullandigim sorular: ""ben kimim?"" ve ""bu düşünce ve duygu kime geldi?"" bu sorular gereksiz düşünceleri kurutarak sizi kaynaga, öze goturur. ve zihin sakinleşir. ben demiyorum, ramana maharshi diyor";"05.10.2018 19:25";"06.10.2018 00:06"
"73269495";"meditasyon";"brothersir";"1618105";"share report vote";"Evet";"38";"0";"mindfulness in plain english kitabından derlediğim bilgilerle bu işin temellerine değineceğim bu yazımda. nerde meditasyon yapmayalım? zihniniz için bir egzersiz olduğundan, teknik olarak heryerde yapabilirsiniz. sandalyede, yatakta, minderde. yatakta yapmak uykumu getiriyor, sandalye ise yeterli ama önermediğim bir yöntem. meditasyon diyince aklınıza gelen o pozisyonda yapmanız sizin için daha iyi olacaktır. meditasyon yazsanız görsele çıkan bir pozisyon. biraz da esnediyseniz öncesinde, uzun süreler böyle oturabilirsiniz hem uykunuz gelmez hem daha uyanık kalır zihniniz. ben altıma minder de koyuyorum, direkt yerde otururken dik duramıyor vücudum. pozisyonu biraz tarif edersek, yeni başlıyorsanız ayaklarınızın birbiri üstünde olmasına gerek yok, bağdaş kursanız yeterli olacaktır. eller ayrı ayrı dizlerde, veya birbiri üstünde. sırt dik, kafa karşıya bakar gibi hizalanmış. bu duruş ideal. göz konusuna gelirsek, yeni başlıyorsanız gözler kapalı daha rahat edersiniz. açıcam diyorsanız da yakındaki bir objeye odaklanmak yerine uzaklara bakın. ne kadar süre yapmayalım? yeni başlıyorsanız zorlanacaksınız ve yararlarını görmek istiyorsanız düzenli yapmalısınız. 5 dakika ile başlayın derim. oturabiliyorsanız süreyi yavaş yavaş arttırın. 10-20 arası yeterli diyorlar zaten. arnold schwarzenegger sabah 20 akşam 20 yapıyormuş mesela. 2-3 hafta sonra da daha çok odaklanabildiğini ve daha kolay sakinleşebildiğini belirtmiş. alarm veya zamanlayıcı kesinlikle kullanın, aklınız saatte olmasın veya habire kontrol etmeyin. inanın bana yeni başlıyorsanız zaman geçmek bilmeyecek ve sürekli kontrol etmek isteyeceksiniz. peki meditasyon sırasında ne yapmalıyız? yüzlerce varyasyonu olmasına rağmen, meditasyonun en yaygın pratiği farkındalık nefes meditasyonudur. ingilizcesi mindfulness breathing meditation. nefesi fark etmek gibi bir eylem planı çıkıyor bu isimden de. cidden böyle yapıyoruz. zihnimiz daldığında aklımız gezilere çıktığında nefes bizi içinde bulunduğumuz ana geri döndüren en iyi çapa. nefesinizi gözlemleyin, nasıl hissettiriyor, en yoğun nerde hissediyorsunuz? burnunuz mu karnınız mı yoksa dudakla burun arası yere mi değiyor? aldın bekledin verdin, bunları incele. uzun mu sürdü yavaş mı sürdü. ve sadece gözlemleyin. yargılamayın eleştirmeyin, sadece gözlemleyin. amaç 5 dakika nefesimize lazer gibi odaklanmak değil zira, düşüncelere aldığımızda odağımızı tekrar nefesimize yöneltebilmek. bunun için meditasyon uygulamaların rehbersiz meditasyon bölümünde gneelde 1-2 dakikada bir çan sesi olur, rehberli meditasyonda da size eşlik eden bir rehber oluyor, dediklerimi hatırlamanız da gerekmiyor bu yüzden. neyse diyorduk ki, yargılamayın çünkü fark edeceksiniz ki, bu kadar basit bir görevde bile zihniniz düşüncelerle dolucak. akşama ne yesem, dışardan mı söylesem, ama o zaman kilo alıyorum, napsam vs. böyle durumlarda tekrar nefesinize odaklanın. çünkü dediğim gibi amaç zihninizi güçlendirmek. bunu kas gibi düşünün, zamanla gelişecek. o yüzden yeni başlıyorsanız dikkatiniz çabuk dağılacak. nefesiniz diyafram nefesi olsun ama burundan alıp burundan verebilirsiniz. kıpırdanıp durmayın dememe, duruşunuz bozulduysa tekrar düzeltin dememe gerek yok sanırım. ne zaman diğer entry'ndeki yararları göreceğim? bu benim yaklaşık 1 ayımı aldı. bu işin sıklığına göre, yaptığınız süreye göre ve kişiden kişiye değişir. bazı insanların zaten odaklanmayla sorunu yok, bazıları ise 50 dakika derste 50 kere instagrama girip anasayfayı yeniliyor amfide. hızlı değişim isteyip bu başlıktakiler gibi 1 saat abanmayın derim ben. zaten sıkıcı bir iş, bir de zulme çevirmeyin. disiplin, sabır, odaklanma hepsi bence birer kas ve güçlenmeli. bu yüzden düzenli yapmak sık yapmak kilit faktör. 5 dakikayla başladım 1 haftaya 15 dakika yapmakla sıkıntım olmadığını anladım ve şuan aylardır 15 dakika yapıyorum. bazen günde 2 kere yapsam da 15 dakikayı geçmiyorum. yararlarını anlattığım diğer entry `:(bkz: #72963224)`";"04.01.2018 09:58";"04.01.2018 10:00"
"92828045";"meditasyon";"yektaa";"1733019";"share report vote";"Evet";"2";"0";"yapılan yanlışlardan birisi de meditasyon esnasında zihne gelen abuk subuk düşüncelerin dikkati dağıttığı veya depreşen bazı duyguların meditasyonu bozduğu düşüncesidir. meditasyon zihni temizleme pratiğidir. zihni temizlerken elbette ötelenmiş, gün içerisinde kulağınıza gelmiş, can sıkıcı birçok düşünce akla gelir. yapılması gereken şey düşüncelerin akıp gitmesini sağlamaktır. bırakın düşünceler geldikleri gibi gitsinler. içinizden düşüncelerinizle konuşabilir, onları kendinizden uzaklaştırabilirsiniz. zihniniz berraklığa ve sakinliğe alıştıkça kendinizi çok daha iyi hissedeceksiniz. o düşünceler de daha az gelmeye başlayacak. geldiklerinde onları kolayca defedebilmeniz de kolay olacak artık... meditasyon çok güzel bir şey. sevdiğiniz bir yemeği yemek gibi, aşık olduğunuz insana yatakta çırılçıplakken dokunmak gibi, ne bileyim namaz kılıp o huşuu fark etmek gibi... bunların hepsi aslında meditasyon. bol bol yapmak lazım.";"19.07.2019 23:20";""
"84333725";"meditasyon";"deoksirius";"1769968";"share report vote";"Evet";"12";"0";"bir insanın kendine vakit ayırmak adı altında yaptığı en yararlı etkinliktir. bir insanın kendini sarıp sarmalamasıdır. hayatımda çoğu şeyin kötüye evrildiği dönemimde başladım. geceleri gördüğüm rüyalar bile beni bir sonraki gün çok aşağıya çekiyordu. yaklaşık 3-4 gündür meditasyon yapıyorum. günlük hayatıma etkisi inanılmaz pozitif. ara ara günlük hayatta beni kötü etkileyen durumlar karşısında da dikkatimi nefesime, olumlu düşüncelere, basit, beni iyi hissettiren şeylere odaklayınca otokontrolümü de sağlayabildiğimi fark ettim. tabi sadece meditasyon bir işe yaramaz. zihninizi iyiye odaklayın ve kötü hissettiren şeylerden uzaklaşın. zihninizi en basite indirgeyin ve bırakın basit düşünün. nefesinizi dışarı verirken tüm kötü düşünceleri bırakıp, kuş gibi hafiflediğinizi hissedin. kendinizi yavaş yavaş sarıp sarmaladığınızı hissedeceksinizdir.";"13.12.2018 16:26";""
"86330246";"meditasyon";"quidrides";"1212922";"share report vote";"Evet";"6";"0";"yasamimdaki en guzel seydir biraksalar gunde 24 saat meditasyon yapmak isterim, sadece dingin bir zihin, nefesim ve ben gercekten harika geliyor. meditasyonu tanimladigimiz bu baslikta da kendini tasavvuf ilimine verdigini iddia eden kisilerin meditasyonu sacma sapan kararti, cin, seytan vs. gibi seylerle boklamaya calismalari kotu niyetli bir yonlendirmeden baskasi degildir. yukaridaki entrylerde yasanan olaylarin meditasyonla gerceklesmesi asla mumkun degildir peki gerceklesti diyelim o zaman bu kisi meditasyon yapmaya calismiyor farkli seylerle kontaga gecmeye calisiyordur. farkli seylerle kontaga gecme niyetindeysen ve yeterince odaklanirsan bunun adina meditasyon demeye gerek yok zaten varlik cagirma falan denebilir. meditasyonun sonradan cikan acisi falan yoktur arkadasin korkutma maksatli kurgularinda herhalde bu insanlar kisa bir sure sonra farkli bir forma burunuvermis ama 3 yildan fazladir duzenli meditasyon yapiyorum bana hala bir haller oldugu yok. gerci soyle haller var yahu ben eskiden nasil bir insanmisim diye sasirma var, olaylara karsi sakin yaklasma var, siyasete x'e y'e o kadar sinirlenmeden bu da gecer kabulu var ki bu buyuk bir rahatlama veriyor, kotu giden bir durum oldugunda bana neyin iyi gelecegini ve olaylari nasil objektif olarak degerlendirebilecegini bilmenin rahatligi var, insanlari affetme var yahu! ben eskiden deve gibi kinciydim ilkokul birde bana tukuren cocugu bulup dovecegim diye planlar kurardim bunlari dusunurken yas 28 civari bu arada, su anda ne zaman biri tarafindan kotu bir muameleye maruz kalsam hemen onun icin bir meditasyon yapiyor ona sevgilerimi gonderiyorum, affediyorum ve ikimizi de ozgurlestiriyorum (bkz: #83066357) burada bahsetmistim affetmekten. ha illa ki bu arkadasin bahsettigi seyler basima gelir diye korkuyorsaniz inancliysaniz `yuce allah'im beni baska varliklarin benim alanima girmesinden koru` diyebilirsiniz inancsizsaniz da kendinizi beyaz koruyucu bir isigin icinde hayal edip devam edin. bu arada evrende en son yaratilan sey insan. nedir insan? bedeni olan, vicdani olan, dusunme kabiliyeti olan bir varlik onceden yaratilmis varliklardan daha avantajli, daha guclu durumda yani sen nasil bir ezik olabilirsin ki bu gucunle enerji alanina baska enerjilerin girisini onaylayip acilar cekersin (ki zaten yok boyle bir sey- varsa da meditasyonla olmasi mumkun degil!) suraya da biraz bilimsel arastirma birakayim belki bakarsiniz: seaward bl. meditation. ın: managing stress: principles and strategies for health and well-being. 6th ed. sudbury, mass.: jones & bartlett publishers: 2009:352. meditation for health purposes. national center for complementary and alternative medicine. http://nccam.nih.gov/…th/meditation/meditation.pdf. smith bw, et al. a pilot study comparing the effects of mindfulness-based and cognitive-behavioral stress reduction. journal of alternative and complementary medicine. 2008:14:251. ludwig ds, et al. mindfulness in medicine. journal of the american medical association. 2008:300:1350. ospina mb, et al. clinical trials of meditation practices in health care: characteristics and quality. journal of alternative and complementary medicine. 2008:14:1199. lane jd, et al. brief meditation training can improve perceived stress and negative mood. alternative therapies in health and medicine. 2007:13:38. lee sh, et al. effectiveness of a meditation-based stress management program as an adjunct to pharmacotherapy in patients with anxiety disorder. journal of psychosomatic research. 2007:62:189. ospina mb, et al. meditation practices for health: state of the research. agency for healthcare research and quality. u.s. department of health and human services. 2007. http://www.ahrq.gov/…ence/pdf/meditation/medit.pdf. sood a. train your brain, engage your heart, transform your life: a course in attention & ınterpretation therapy (aıt). morning dew publications: 2009. hussain d, et al. psychology of meditation and health: present status and future directions. ınternational journal of psychology and psychological therapy. 2010:10:439. horowitz s. health benefits of meditation: what the newest research shows. alternative and complementary therapies. 2010:16:223. trakhtenberg ec. the effects of guided imagery on the immune system: a critical review. ınternational journal of neuroscience. 2008:118:839.";"05.02.2019 09:53";"05.02.2019 09:57"
"86329646";"meditasyon";"isnetus";"999700";"share report vote";"Evet";"19";"0";"meditasyon hakkındaki entry'imden(bkz: #86217476) sonra bir okuyucu mesaj attı. yaşadıklarının dediklerimi aynen doğruladığını göreceksiniz. ""selamlar. bir kaç yıl önce basımdan geçen talihsiz bir olay sonucunda (bana silah dogrultulmasiyla biten bir münakaşa diyelim) kendimi meditasyon yaparken buldum. ne yaptığımın tam olarak farkında değildim ancak bir o kadar da emindim. ışıkları kapatıyor, önce ayaklarımın yere temasını hissediyor, yerle tam bir bağlantı kurup şu an tarif edemediğim denge halini bulduktan sonra nefesime odaklaniyordum. daha sonraları gözlerim kapalı şekilde odanın içinde dolaşmaya, duvarlara dokunmaya başladım. bu arada internetten zihnin üzerindeki sis tabakasını kaldırdığını söyledikleri belli frekanstaki sesleri dinlemeye başladım. bir kac hafta icinde degisiklikler yasamaya basladim. karanlıkta çevremi çok net görebiliyor, hissedebiliyor gibiydim. zihnimde tek bir ses kalmamıştı, çok dingindim. yürüyüşüm, hareketlerim akıcılık kazandı. yavaşladigim oranda hizlandim. anlatamiyorum ama hem çok hızlı hem de çok çok yavaş hareket edebiliyordum ve bedenime, hareketlerime çok hakimdim. bazen sokakta yürürken bazı insanlar bana bakakalıyor, görüş alanlarından çıkana kadar bakmayı sürdürüyorlardı. ışler bir yerden sonra sarpa sardı. o güne kadar meditasyonlarimi eski bir rum evinde gündüz vakitleri yapmıştım. bir gün ilk defa güneş battıktan sonra yaptım. meditasyon esnasında sol tarafımda 2 karartı belirdi ve önüme doğru hareketlendiler. göz yanılması olmadıklarına eminim. panikleyerek orayı terk ettim. daha sonra tesadüfen konuştuğum bir medyum etrafımda biri çok baskın diğeri ise daha zayıf 2 varlık olduğunu, o an için yardim eder göründüklerini ama işlerin tersine dönebileceğini ve ilimli kimseler yardımıyla o varlıkları aldirmami soyledi. çok detay vermeyeceğim ama bu noktadan itibaren işler çığrından çıktı ve yaklaşık 1.5 yıl boyunca (allah hepsinden razı olsun) kapı kapı gezerek şifa aradım. çok şükür ucuz atlattım. yer yer yokladiklarini hissetsem de geçemedikleri bir kalkan var sanıyorum allah in izniyle""";"05.02.2019 09:23";""
"88165824";"meditasyon";"rinnegan";"1018192";"share report vote";"Evet";"15";"0";"meditasyonun özü şu sözlerle açıklanmıştır: ""ön kapını ve arka kapını açık tut. düşüncelerinin gelip gitmesine izin ver. yalnızca, onlara çay ikram etme."" - shunryu suzuki";"26.03.2019 17:19";"26.03.2019 17:20"
"71285435";"meditasyon";"jalapeno";"464470";"share report vote";"Evet";"7";"0";"zihni kontrol edebilme becerisi. bunca zaman neden yapmamisim bunu diye sorgulatir insani. sanki zihniniz seneler boyunca dalgali, firtinali bir denizde yalpalayan bir gemiymis de, simdi, duru, sakin sularda agir agir suzulen bir yelkenliymis gibi bir his uyandirir.";"10.10.2017 00:06";""
"71634338";"meditasyon";"nickmickyokki";"1709787";"share report vote";"Evet";"21";"0";"""meditasyon, birçok kültür ve dinde uygulanan manevi arınma tekniği olarak biliniyor. örneğin, japonya’da zen, çin’de taoizm, hindistan’da budizm, tibet’te bön olarak bilinen meditasyon, tekniklerine ve inanç sitemlerine göre farklı adlar alıyor. son yıllarda popüler olmakla birlikte, meditasyonun birçok farklı ülkede de yaygınlaştığını görüyoruz. peki, bu kadar esneme hareketleri, nefesimizi izlemek ve çeşitli duruşlar ne işe yarıyor? meditasyon çoğu zaman işe yaramayan bir hareket olarak görülüyor ve bunu yapan kişilerin plesebo etkisinden dolayı arınma, sakinlik veya farkındalık kazandığını hissettiği düşünülüyor. aslında durum bildiğimiz veya önemsemediğimiz gibi değil. bir davranışı tekrar tekrar ortaya koymak, beynimizin değişikliğe uğramasını sağlıyor. bu duruma nöroplastite deniyor. yani beynimiz esnektir ve bu haliyle biçim verilebilen bir organ olarak tanımlanıyor. yapılan araştırmalar, düzenli olarak yapılan meditasyonun stresi azalttığını, kaygı bozuklukları, acı ve uykusuzluk, depresyon belirtilerini en aza indirgediğini ortaya koymuş. peki, bütün bunlar beynimizde hangi değişiklikler sonucunda oluşuyor? 1-gri madde miktarının artması sara lazar, boston’da yaptığı araştırmada, günde 30-40 dk civarında meditasyon yapan ve hiç meditasyon yapmayan 300 insanın beyinlerini incelemiş ve meditasyon yapan bireylerin beyinlerinin pek çok alanında daha fazla gri maddeye sahip olduğunu gözlemlemiş. gri maddenin fazla olması, konsantrasyonumuzun daha yüksek olması ve duygusal dengede kalabilmemiz anlamına geliyor. 2-frontal (ön) lobun gelişmesi frontal lob, hafızanın işleyişi ve karar verme alanı olarak tanımlanıyor. yaşlandıkça işlevi de yavaşlayan frontal lobun meditasyon yapanlarda bu değişime uğramadığı görülmüş. örneğin, 50 yaşında meditasyon yapan kişilerin, 25 yaşındaki kişilerle aynı işlevde frontal loba sahip olduğu yapılan araştırmalarda ortaya konulmuş. 3-hipokampus büyüklüğünün artması düzenli meditasyon hipokampus büyüklüğünü artırıyor. bununla birlikte, öğrenme ve hafızayı geliştiriyor. ayrıca, hipokampüs duygu düzenlemesi için de önemli bir bölüm olduğundan, tssb (travma sonrası stres bozukluğu) ve depresyon gibi durumlarda belirtilerin azalmasında oldukça işe yarıyor. 4-temporoparyetal bölgenin değişmesi bu beyin bölgesi, kulağımızın üzerinde yer alıyor ve bu bölgenin geniş bakış açısı, empati, sevgi ve şefkat duyguları açısından önemli olduğu biliniyor. meditasyon ile birlikte bu bölgenin fonksiyonları olumlu yönde değişiyor. 5-amigdalanın küçülmesi amigdala, beynimizin “mücadele et ya da kaç” olan bölgesi olarak tanımlanıyor. yapılan araştırmalarda gözlemlenen şey, amigdaladaki gri maddenin azalması ile birlikte stresin de azalıyor olması. dolayısıyla stres azaldıkça amigdala küçülüyor. insanların stresli işler yapıyor olmaları veya zorlu problemlerinin hâlâ aynı zorlukta olması bu durumu değiştirmiyor ve buna rağmen amigdalaları küçülüyor. sonuçta amigdaladaki değişim çevrenin değişimine bir tepki değil, insanların çevre ile olan ilişkileri ve reaksiyonlarındaki değişimi ifade ediyor. "" kaynak : (bkz: nbeyin)";"25.10.2017 12:20";""
"76668968";"meditasyon";"icimdenbirsesdiyorki";"1097125";"share report vote";"Evet";"13";"0";"doğru nefesin insanın hayatını değiştirdiğini anlatır meditasyon. gerisi bunun üzerinden akar. daha sonra daha uzun bir yazı yazmak istiyorum bu konuyla ilgili. şimdilik kendini kötü hisseden bir kişi bile tesadüfen bu yazıya denk gelirse: doğru bir duruşta, omurgası dik haldeyken diyaframı şişirerek ve burundan alıp vereceği derin bir kaç nefesin nasıl iyi geleceğini görmesini istedim. zihin eğitilebilir, insan değişebilir. meditasyon ise her yerde ve her an yapılabilir. atıl bırakan ne varsa uzaklaşmayı, her şeyden önce kendine teslim olmamayı öğretir.";"05.05.2018 15:42";""
"82823555";"meditasyon";"lavanta kokusu";"1714801";"share report vote";"Evet";"5";"0";"meditasyon tdk'ya göre günlük hayatın sıkıntılarından sıyrılmak amacıyla bağdaş kurarak sessiz ve hareketsiz bir biçimde düşüncelerden uzaklaşma, kendini dinleme demek. gerçekten sabah kalkar kalkmaz öğlen yiyeceğimiz yemeği, daha işe başlamadan çıkışta yapacaklarımızı, daha eve varmadan yapılması gereken işlerilerimizi düşünüyoruz. ya geçmişte ya da gelecekte yaşıyoruz. beynimiz bir türlü sadece şu anla ilgilenmiyor, hep sonrasını planlıyor ya da öncesini yargılıyor. bu da doğal olarak stres seviyemizi kat ve kat arttırıyor. oysa meditasyon nefese odaklanarak o anda kalmayı sağlıyor. geçmişe hapsolmuş ya da gelecekle boğuşan zihni o ana getirerek odaklanmayı sağlıyor. basit olarak dikkati dağıtmayacak bir ortamda biraz zaman ayırarak bunu sağlamak mümkün. internet çağında iki tık tık ile ulaşılabilecek programlarla deneyimlemenizi tavsiye ederim. rahatça yerleşin, gözlerinizi kapatın ve yönlendirmelere uyarak kendi içinize dönün. biraz da düzenli hale getirirseniz muhakkak faydasını göreceksinizdir.";"30.10.2018 17:24";""
