,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
2560,gp:AOqpTOEfp6l6KIWkyUDzPhZvPKoLiX3ekmc7LwyWY5kVn8jOTyFN1mpxodLlptCDGFsbE5M3Y2AXDty1JmDHDg,Emily Shaindlin,https://play-lh.googleusercontent.com/a-/AOh14Gib9KVzaUeAinXf5uIA00WdI3kNByp1M7B0-3d7,I love this app. Its helped me so much in getting better sleep and falling asleep faster. The stories and soundscapes are very soothing and even the app UI encourages relaxation and a calm frame of mind. Awesome. Keep up the good work.,5,3,4.17,2019-12-10 09:35:18,,
2561,gp:AOqpTOGndm0Shq74k74vXW3z7ytR1XBuajb-rVjk1GFkSTukY_q74NeyxpdWylwkprvU1UDecO3zaAqdqmglCw,Daniel Stansbury,https://play-lh.googleusercontent.com/a-/AOh14GhSG5c6UIEx_u3kXnSva2Q15W6T2TV8HFD7Fehc_A,"I haven't even opened up the app yet. I am going out on a limb. My intuition is telling me just after reading the description of the app that is a full quality effective method. I rate for Google attracting users emails from Google that 700,000 people liked my ratings. Many emails of mass quantities at these numerics. I WILL BE BACK WITH MY POST USE RATING/DESCRIPTION AFTER I MAKE APP FUNCTIONAL FOR USE. DANIEL STANSBURY DSO--",5,1,,2020-07-08 08:09:38,,
2562,gp:AOqpTOETBcSGAbTGI8McRfp4RATPAkVncMMgVRDZ50EQ-wc2s_7A55LsaB78FYLR86TULLklzXJHhqeU9EtEWA,Debbie Simpson,https://play-lh.googleusercontent.com/a-/AOh14GgfNdRlJ6QcwXEgq6U9EoBIEK7_OP0Zr71tsViiVWc,i have never reall yknown how to meditate and someone telling you to clear your mind is then the last thing you can do. this app tells you how to meditiate and talks you through different techniques and processes. i have found this really helpful and relaxing and the sleep story part really helps me to fall asleep at night.,5,2,4.25.1,2020-05-12 20:09:44,,
2563,gp:AOqpTOEjFklP1tZEcd6Y8387WWXskJrMQSJ7G99IAa_FCbeKG4mvrsDuKadpRYxA9v_1J8ZQG4UYNNRs_DSB-g,Liz Layokun,https://play-lh.googleusercontent.com/a-/AOh14GjXRbQdJe-lJ7KMwkGK2QShD_1qavmhFZcsAurQIQ,calm and peaceful.,5,0,5.10,2021-01-08 00:38:29,,
2564,gp:AOqpTOF6PkgZX7-zpa9BAsBRavmHb_etzQNY5EACwnhBd-4biwtscMjMobrdc9o6EI0BxBSRQ6oCVNVI711q7w,Isabella Radenti,https://play-lh.googleusercontent.com/-a4BYdnx09H4/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmHXVJOq09RV3ALCQDmhPo7BDmgWw/photo.jpg,This is the best mindfulness and meditation app I've ever used. I love it! I don't see myself ever deleting it or not paying the membership rate. It is worth it and makes you feel so alive. I believe every single person should meditate and Calm would be beneficial in each and every one of our lives.,5,0,4.20,2020-03-06 10:53:41,,
2565,gp:AOqpTOG9BzCh62vzTaERZTyoydHripZG-v2BcCcJbAO5MDP900CCb-lcz1tCtk7BqjI0cR6VDfbFZAR2B4jOcQ,Linda van der Wel,https://play-lh.googleusercontent.com/a-/AOh14GjVvwCtFy5Ab6C5jKYNMgak-OmSSyJLYmb3EJPxhQ,"There is a session for every mooth. Chose your favorite voice for your guidance. I love the app. Much possibilities if it is to bring more focus in your life, feel less anxiety or to get to sleep again. Calm can assist you in the way that you prefer.",5,1,4.14.1,2019-10-29 09:55:21,,
2566,gp:AOqpTOGlKm2hZHIfa1Ka6Bo3fbVhJHNsVV32fYYMej7lF8hWqJD_zajulATKcwTk5UVId0vPMTQZxTKloeZEtA,Catherine Raynor,https://play-lh.googleusercontent.com/-19AknUh12cA/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucksBq1JEWCgxox1DFdmyzvg1OutdQ/photo.jpg,"I use the paid version and it is worth every penny! I love all of the those of sessions available (Daily, series, Masterclass, Sleep Stories). I love Tamara's voice. This app has been essential in helping me develop a habit of meditation.",5,0,,2018-11-21 19:24:29,,
2567,gp:AOqpTOHW-7qYOUSh1OeCyc8nJAdzcxkR1yCa4RqbGey423yUHKkd9LzRZezeCfDJ6bNURRUVkW1AcyTNZg-udQ,Thomas Bowen,https://play-lh.googleusercontent.com/a-/AOh14Gg8ktZ6sLlCsyx9jIzXQJUNr0qqdIhfbFBUNDzxgA,"Great app for learning to relax (yes it's hard for some of us). I have severe Adhd and ocd, so it's difficult for me to stop and focus on one thing, this app has helped me to focus and relax.",5,1,4.13,2019-09-06 04:39:59,,
2568,gp:AOqpTOFz8NaZajABgzkNgDooZpUXqMnMIFD_7dKBSQEW7M0Ug4q5sdG2YUFtFJt7y-amOQe6J9yFYj6BHlFYiA,IF,https://play-lh.googleusercontent.com/-85s9eQwN2Dg/AAAAAAAAAAI/AAAAAAAAAAA/JOMpzqfR5Hs/photo.jpg,My favourite app. I do my meditation on the commute to work and it is always a great way to start the day. The subscription is well worth the money. The sleep stories help when I'm restless and can't get to sleep.,5,0,4.18,2020-01-07 03:13:40,,
2569,gp:AOqpTOEVchuhTchkFVI3SAsyYwBdgIzxG9xhToA2kkG6mJPiBPfC_cpTtFU6cL9e8DXBvngMkKBEXyJrXWx_5Q,Evelyn Low,https://play-lh.googleusercontent.com/a-/AOh14GjlGeNMRub0-8Dcr5GYcgqhrUb9AxAiF0muy_iX0g,"I tried many other guided meditation apps and ended up subscribing to Calm because of the sessions available, Tamara's voice and teaching and the Masterclasses. I've had it for many months now, close to a year, and I use it (almost) daily.",5,0,4.3,2018-12-03 15:50:41,,
2570,gp:AOqpTOEgisTDG3AjGWY8Z-JOgSbgADOg1jJwHMIaVNejEeBNulRGpVIqeryjgd0bTz5W0SWHNc3cuIVLFfHSJg,Christy Pinson,https://play-lh.googleusercontent.com/a-/AOh14GhBJvY_8p-7U52KFtDiRxz5ANldGXXyhJR7zeyJKQ,The Calm app has been an informative and practical tool for my mindfulness practice. I love Tamara's gentleness! It is helpful that there is a meaningful flow in practice sets as well as a variety of options to customize your own experience if desired. You can use the app lightly or very routinely and benefit from either. My children like to use Calm with me sometimes as well.,5,1,4.13,2019-09-10 00:04:35,,
2571,gp:AOqpTOHAStsC15UZM5eI3NHFMz6N86s4-KwaiR3kHYsuy5nikW-e6i8srLbL0Uv49soateqavmd2qSMzuehDvQ,《 Caribbean blue 》,https://play-lh.googleusercontent.com/a-/AOh14GiwX6Ed6fIBlEjzDUq-anesr4NVviJ0zCW0s5YZOg,"The first time I tried this it worked perfect to make me sleep my all time favorite is the blue gold story. It made me fall asleep really quick.you should get this app if you want to help with anxiety, sleep problems, or to help you keep calm. I have anger issues and when u get mad I put blue gold and I get calm fast and u have really bad anger issues. I get mad super fast but with this app I also get clam super fast too.",5,1,4.19,2020-02-15 19:47:49,,
2572,gp:AOqpTOH-0J0h2icmMb1kGSzB9AR3pwEVg6M6r9unB7kCT1rVKBO6WjWLxWHu9AY-z9gpANp3249yMHEcUdEy0A,- Sam -,https://play-lh.googleusercontent.com/a-/AOh14GhDUzo-cMSUmKrODopweZVu5AQaPZIIpBEOuTwkRQ,"I love the selections for the sleep stories! I sleep withing minutes, I always have trouble sleeping so this helped me a lot. The meditation has also helped as this is my first time ever doing it.",5,0,4.7.1,2019-04-20 10:39:34,,
2573,gp:AOqpTOG9WmTPiEhmGrnwtxgs7x2T98sEjhKPi9qUSAtgO2tvMrUmNem7B9nY0g3FHQLmi4RD5LmavJtVm1KlVA,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Over the past year I've been dealing with a great deal of anxiety and panic attacks, as well as palpitations. I took courses in meditation and mindfulness and discovered Calm, and also have been seeing a doctor. The courses have helped immensely and the ongoing daily use of Calm is a treasure. Calm has helped so much with stress, attitude, and being overwhelmed. I'm filled with gratitude! Also, I want to express rave reviews for the incredible creativity of Tamara, and beautiful spirit.",5,265,4.14.1,2019-10-18 07:49:29,,
2574,gp:AOqpTOHkuXc6ugDAiCcOewFzdBfepPepyL9sfsKbSHYbWwjxQuDYOKTIccuK25-WcilWsF26UCvzPWqeBdj0Yw,Mathilde Kramer,https://play-lh.googleusercontent.com/-bw39602_JFk/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnh17v58spD_O6mRGvrfQvGf9mYQQ/photo.jpg,"its absolutely amazing. I've learnt so much from the Calm Masterclass. The meditation each day is refreshing with a wonderful little lesson. I love the sleep stories, music, sounds etc. The nature sounds, allow me to feel as if I am really in nature and relax me. Just what I need for stress.",5,0,,2018-12-27 21:16:12,,
2575,gp:AOqpTOEUqNYO4amV8x9XwPzarCwGWZ45qKA1te0dsVZdceC-Mwab2Up9OvDJ5sE_rhFuLb2dEzEgHdPIilA_og,Kieran Tulbure,https://play-lh.googleusercontent.com/a-/AOh14GhcEXQ44QKjMDeWkHEDH7fbMdaajZBMbcANeXG7bA,I love this app so much. It has so many meditations on a variety of aspects of mindfulness to give you an excellent tool box whatever your mood or emotional state you can find something that will help you be more aware and grounded.,5,0,4.20,2020-03-06 17:12:11,,
2576,gp:AOqpTOFRD7Aq29ii4gXoWupga6GGmmE0wQAc5Y7Dv5_3kuSOJyGhMR_wvhpTkTjXxCy8Wwd3WBbz85GzcoWsRQ,Cate Emmah,https://play-lh.googleusercontent.com/a-/AOh14GiF3F3mvuAUtrcJW5RU_Uc3dWFlRbTWIfjCtulH,"Depression is something I have been battling for the longest time. I am an introvert; hence I find it so hard to open up to people. I tried therapy, but it was too much for me. One of my friends suggested this app, and after I downloaded it, the first message I came across made my heart smile, and I knew everything is going to be okay. The app has been of great help with the fantastic content it offers, such as perfect music and bedtime stories. It has excellent designs and is easy to use. It provides peace and serenity in so many ways. I had a tough time falling asleep, but after I started using this app, the music and the bedtime stories make me sleep like a baby. It has helped me with anxiety, and the action plan that comes with the app enables me to prepare for the future. The app is costly, but it is worth the money.",5,2,,2020-03-13 08:32:40,,
2577,gp:AOqpTOFwbzCaFj9WF6KPIB38jW4TrS8ui70q0OqjeSZFRlGOgwz8-71Ydw9DNVdDJwSNd_c_oNcrl_5OkHq8kQ,Anthony Davis,https://play-lh.googleusercontent.com/a-/AOh14GiPshO0Fvnp5BxE9kyTyjnfHeuUbv6Qzr6NCRiBuw,"*Based solely on a technical aspect and not the quality of the app content- I turned this on last night before bed and when I woke up, the app screen was still up and running which means the one image of the Calm screen was on all night. Not good for phones. Please update this so screens will be allowed to go into sleep mode and not run continuously.",5,10,4.24,2020-04-28 02:27:17,Apologies for the trouble. Please reach out via http://calm.com/contact  Our team can help you out further. 💙,2020-04-28 00:06:18
2578,gp:AOqpTOGFJa6eo2tM7abER1SpQYjidyK6i1pUtEwAwa6hPNzVlbdjZBAgkDxNAifzvQfuzKsb2kEPZi4N89d7cw,Jewels Evans,https://play-lh.googleusercontent.com/a-/AOh14GgS1gw5Y0XIHUwtTfD5CSWMBcraKmi8SUl18Dpg_Q,"I really love this app, lots of choice, content updates regularly, I've been using for 6 months and I still have so much to explore as well as having firm favourites... worth every penny",5,0,4.16,2019-12-03 02:55:59,,
2579,gp:AOqpTOFD0NbnoapSqPNo_wG38EhUOO343a3FlTFbXuSvM_xw0dgSvXJ6APRAa0RZ0DlHJr2StmvcVYTkeBPU-Q,DJ Raja,https://play-lh.googleusercontent.com/a-/AOh14Gh6I1UBzs19BONkF5fqxR8rTisedmlwVymfmbGfJw,Used calm since the day i downloaded it. I couldn't get to sleep but this app is unbelievable. I've never had a story where it's ended and I'm awake. Would not fault this app. Currently have had 29 days longest streak 171 days of sessions 75h 50m mindful minutes Best option you can download any story so you can listen offline!,5,0,,2019-06-25 07:35:14,,
2580,gp:AOqpTOEvF02jqVxW7wIpEKB7b-7WLRqVB7J5RLqknSwQ44FGnyrsMBVLVFFJwHAxmbttFjiIrcGVK_gKrAZmvQ,TORY,https://play-lh.googleusercontent.com/-Iphhqb7NrUs/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnvUcNfUKzMgib_FpT2u0hO6XxFrg/photo.jpg,"Decided to try after getting it for free as a classroom teacher and the daily meditations and reminders to breathe have been life changing. My counselor recommended meditation to help me be more still and slow down, and I am growing and learning with the gentle guidance of Calm. Definitely way more resources on here than I am remotely taking advantage of, and while I havent figured out how to implement this with my middle schoolers yet (self-care has been the priority), I am grateful for Calm.",5,1,4.13.1,2019-10-07 07:00:55,,
2581,gp:AOqpTOHkTlKK11sjgvAbp-jY4SEseOU9qqXHKW1SAnX2PPUnmovnOqqvNpoklYCIfmdyKUzQ8P3JkPcMg4kAzQ,anIta Mahon,https://play-lh.googleusercontent.com/a-/AOh14Ggm-ZqnSs5ToxBq0ysuKGmo8Bgkf6ZCJC8PfhAbg9k,This is amazing. I use it every day. It sets me up in the morning. I love the short little exercises. I use them when things get a little fraught. Very happy with this app. I use it with bluetooth and ear buds.,5,0,4.19,2020-02-09 18:08:27,,
2582,gp:AOqpTOFq3gF2OJFN1hdRpN1qNJ62cRyZ5VWe8Z6Amtxfs8O8MvMDvT5dEN5tziCf1PSx_EpUX9ZpYTzozjWVRQ,Marian Mihailescu,https://play-lh.googleusercontent.com/a-/AOh14GhSrW2D1a9XQDgBxTfye6ay_lQvHKmZ6iZZMWYkmis,"Great app. It would be more amazing of ot would have suport for Cast so that I can listen on my Google Home to not drain my phone battery. and maybe google assistant suppport but that's a far stretch 😅. Even so, keep up the great work!",5,2,4.8.1,2019-05-07 23:25:41,,
2583,gp:AOqpTOHzT81F2EvtXVN61f6jPwsWYA7VYAOT4i65OzJH8c1y5wuJCxqA60GLjPoFndJ9XSSC1uPp0DT34xVJZw,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I've really enjoyed this app. The app is as it says calm, and the guidance is clear, educational, and inspiring. I never meditated before using the Calm app. I've learned a lot about myself.",5,0,4.4.1,2019-01-11 14:32:31,,
2584,gp:AOqpTOFkqymcCj6OkMAWOh4wRuKSvatebLtg6Xr4nenfKS8knua2FVgRDjZINaV7qO_36bI3yai0JINxcyKoVA,Jason Hooper,https://play-lh.googleusercontent.com/a-/AOh14Gjrs6Z_Hy66xh-N0PGY8bLQlJAUIOvpSUaCOV3n5A,great app. the nature sounds are amazing. the tools for meditation are helpful. the layout on this is nicer than some of the other apps but I haven't used them all so I have a limited amount to compare this too. but overall 5stars.,5,4,4.21,2020-03-11 07:36:00,,
2585,gp:AOqpTOHQ_0oBARNXZVbnBXElI6p8ffJO-xpAnHmBCE45W56kSBaI-o26pcxlqMJEF2a2meEnFKpwPv4xV2dFMw,NiA Edwards,https://play-lh.googleusercontent.com/-rDuoTvMUdyc/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucm2YuYkF8PSEq82t2QXzEnKcIkD_Q/photo.jpg,"Excellent app for daily mindfullness Highly recommend as a daily 10 min help to open a window of calm, and rebalanced for the day. Fits easily into my busy life and Tamara's voice is a pleasant narrative. Also has other helpful narrations, and new perspectives on managing stress. No gimmicks, no ads, just a good companion.",5,0,4.13.1,2019-10-04 23:08:57,,
2586,gp:AOqpTOFu_XEzw67e1ILNQY1DbbsinCDpz9zGMgzXO2JyLBUDYx6TxEyPYOf1gfJ1wzfbQuU-keUZEA038PjtZg,Cindy Polo,https://play-lh.googleusercontent.com/a-/AOh14GhVB4D218UbtE-RjOVViCRAJ68ONA7IX_KmuPHe,"I rarely write reviews. My love for this app is truly the ultimate. It is so easy yet sophisticated. Reliable and innovative. It has a meditation, technique or story for any and every scenario you may encounter. I just love it.",5,0,5.0.1,2020-08-04 17:45:44,,
2587,gp:AOqpTOGX83ffR1RQFycL4s08ILsD7uzy7Seu7NSuGXcskZjN4dBoBGP1WnIaHspxXrH-QEPJGMJ0fO8ZjvryQQ,Annie R,https://play-lh.googleusercontent.com/-8FoSy9Y8l3A/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckLlBLLYOzGMDMiu99rmmVPpPEBRA/photo.jpg,"From a period of intense anxiety where I couldn't get to sleep, and didn't want to get up in the morning, using the Sleep Stories and Daily Calms has helped transform my days. So grateful to the friend who recommended this. I have only once actually made it to the end of a sleep story. That's a great compliment.",5,8,4.8.1,2019-04-30 12:21:55,,
2588,gp:AOqpTOFpXDdZ6fdLFEpGk99C0rHxywt5LIKw9hHCdTcE4g7W-3H4HHasZ_NjbqofOjpLiKv-Ker-UkETi0INJA,Laurie Seymour,https://play-lh.googleusercontent.com/-WmeVUyqyMHY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmJkyPPtW9TgW8t-anjMGysvAvoCQ/photo.jpg,This app has wonderful meditative and calming music which can make me melt (relax) no matter what my stress level. The narrators have such soothing voices that I usually can't get through a story without falling asleep. Now that's calm!,5,0,4.20,2020-03-05 16:08:04,,
2589,gp:AOqpTOFtJU5XeOfou2FITQT6kd_6AwGVKGeI2NefogKH9IGPm04sjMWDj_RfuqYVj_qfkD-D8LLld-OM8m_-fQ,prince mckinney,https://play-lh.googleusercontent.com/a-/AOh14GjlSHWRerenDKCXpT3fptoWN1OnTANDW-jrbP-X,Great app for anyone curious about meditation and the benefits derived from it. The app is very versatile it has different meditation guides for varying lengths and skill levels depending on where you are in your journey. Plus they have music which i use while at work.,5,0,4.20,2020-03-02 01:45:22,,
2590,gp:AOqpTOEKbXaq-5WFEASrlPWQ3cE1X4pLm2fL7QmSA5-B5UlN4KcW4VHdz7uiXFKyaHW0f02PMaW6D7Zpct60EA,Iris Woolfolk,https://play-lh.googleusercontent.com/-LtvUE3uW4Vk/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucm7XClaUO2_irCCT8A5y4vOdEJ68g/photo.jpg,This app is like destiny. For some reason everytime I play any of the sleep music/soundscapes I have a complete nights rest. During my sleep I notice that I tend to lucid dream 85% more than usual. I love Calm. It has changed my life.,5,0,4.16,2019-11-26 19:15:33,,
2591,gp:AOqpTOFFHxrDbdbpJaP9v41NhaQg-SolSg3jX2htCkzb1mZtGJbMlsknwqTr1WiJaP8xE0fTjA4v3c1o34zcfg,Catarina Pinheiro,https://play-lh.googleusercontent.com/a-/AOh14GjJn4iWJdJI2-uR9bhzLDxf3kQ_1kPlv8OMdgyMgg,"I am only using the standard version (no premium, yet) and I am loving it so far. The ladie's voice in the 7 days of meditation program is so relaxing. And it's like she knows what your mind is doing and brings you back into meditation.",5,1,4.14.1,2019-10-17 11:20:13,,
2592,gp:AOqpTOF0wrmGpudieOvprjzL-ljBGhzn31HZqzGI7YUmcNR2fSoYW0LLgk6InWiI2GDOoNbq5V2Wb5MSuw0AUQ,Dana Malone,https://play-lh.googleusercontent.com/-w3rzBK4Vsd0/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnfvZrypK-zsu01bJmHGBCV20dsaw/photo.jpg,"For the first time I am regularly meditating! And even my kids are doing it. The talks are really engaging and informative. We have listened to stories and music, and Calm is becoming a regular part of our homeschool routine.",5,0,4.6.1,2019-03-18 05:01:01,,
2593,gp:AOqpTOHgapgma6Bg2XSQSTmgznekpYkiHyF_9uo_tmjoVj9U87n5dK_zopF1XX7QoobRLrNOl93a_EyAipyMIw,Laura Bialoglowski-Mark,https://play-lh.googleusercontent.com/-ICD2wXLQL1o/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclMoMcLKZ2kf3s1Bevr9jYmIjcLoA/photo.jpg,Fabulous! The calm app has so many wonderful meditations of different lengths to suit any time you have free and I have still to make it to the end of one of the sleep stories - they are amazing! Thank you for a truly peaceful experience which can be done anywhere at any time.,5,3,4.17,2019-12-10 00:22:01,,
2594,gp:AOqpTOF_iipq-dK6mKPThiOYu-QljKBbDS7-tGG9tiDA4XH8RNvl1a32XbHNRCvfUGyhq_qrNiW0MMAptEBvbQ,Andrew Gale,https://play-lh.googleusercontent.com/a-/AOh14GgT_odWXhFU7J1tBC3Ig8Xp8tnA9UIrKlgWRGMEMw,"I've been travelling recently and Calm has helped me relax through some pretty busy cities and airports. Love the sounds of rain on leaves. I slept for 8.5 hours last night, listening to Calm. Best sleep Ive had in a while. Definitely worth the subscription.",5,1,4.18.1,2020-02-01 04:37:28,,
2595,gp:AOqpTOHh48qHBRYJb-mKxQeRLDM1k0c_Ueh5ESu4M69v4zpFZ6qkhC2HCF01KMHnDKk_59yXWYzQAOlf-Mx-pg,Reina Lena,https://play-lh.googleusercontent.com/a-/AOh14GgNj9p8yTGPAiFLG35Wl9fNQxrvMy-V2gFSBs-YMCQ,Love Love LOVE this app. did the free trial for a week and helped so much. so I decided to give it a go. and am just enjoying it so much. I love that it has reminders for you. I used to use my alarm for a reminder. lol. it's worth it to get better mood and less stress & anxiety.,5,4,4.22,2020-04-05 08:33:46,,
2596,gp:AOqpTOERNg7rxPzUCtJ3qT3Rete4vCBMaF_SlGLPQdoK5PObvwEYF16jXvsza9sUt2qkghVnlvGHP2YndQw10A,Danielle Conte,https://play-lh.googleusercontent.com/a-/AOh14GghkSQ7sryQ_FZEh-NRUzI9_jPISN3Qwm4otszIuQ,"The music is wonderful and Tamara voice is perfect for each meditation. I use it almost everyday and I tell my coworkers, friends and family to get it!! One of the best purchases for myself!",5,0,4.18,2020-01-06 16:28:04,,
2597,gp:AOqpTOFcI6ObknY0_rKuuKPMef7g6x1uFSPLWbl6CFaSic52PqdURDl3yVpWE3M9YQH90qhD_sQw00_OnDP4Hg,Charles Westberg,https://play-lh.googleusercontent.com/-ze4HcpCNN04/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucn5Uw5pcd-qXNb9gvK0E_aBO_P8_g/photo.jpg,"This is an awesome app to help you fall asleep with! It has about 10 differnt choices of music, stories, more music and so on. This helps me get to sleep easily and it makes me feel so relaxed. I love it so much! You should try it!",5,3,4.24,2020-05-03 20:33:51,,
2598,gp:AOqpTOHF7p02bD86bxOZoesVxxDDzm5Yn42pl0KrapFpHax6It7pxjPWtgzlUIFyWQV7UKqDwxqwJwzHumPMYw,christine giberson,https://play-lh.googleusercontent.com/a-/AOh14GhONLin7nojkxS_OkU9zJc6Klg3N8viTlETxcHa,I have not been sleeping very well due to my husband's loud beathing and so I found this app and have been using it to create soothing sounds which have helped me to get a much better sleep. I am wanting to learn how to meditate and I realized I can through this app. I just did my first day and I am looking forward day 2. I like what I have seen so far.,5,0,4.14.1,2019-10-18 21:34:59,,
2599,gp:AOqpTOHjhcyHmLH3QE4vsGp6rHrjx0ngetOeEvrdNInCunLBsD1mEFkTYpGUpgzVgv9Eru71fPhToZTzhvxKQg,Debra Torres,https://play-lh.googleusercontent.com/a-/AOh14Gg1C6wLn6q7MZuCjPFJi-b74mvJJL2_q7vVsm_DZw,"I love Calm. The reminder to take a few minutes and find your center, the sleep stories, and the master classes are so so so helpful. I was skeptical at first but quickly began to feel the difference it makes in my day. Thank you for sharing your passion and helping others be Calm..",5,0,4.1,2018-09-25 05:34:28,,
2600,gp:AOqpTOEmO62X1j09mzsvlGXl14faTBdHW1ywIkyt9TFSzdQmWb5H9b39x1rW4_WpYn8ApVPR6b2w9ZwdB89zIw,Jessica Hurdle,https://play-lh.googleusercontent.com/a-/AOh14GgOj6A5_slO5SoEj5mzIishk_-I6LkklM4B-swD,I have struggled to sleep for years but I found this after seeing an ad for it. Best sleep app out there! If I'm feeling anxious or can't sleep I put on a story and I'm asleep in minutes! My favourite at the moment is the story wonder read by Matthew mcconaughey,5,0,4.14,2019-10-13 04:06:10,,
2601,gp:AOqpTOGxaKk6D353xw7yaBrq8-TvNrPJgf_SMEN6BJoHL3GHXtobk2n6mDMJapjC9DxCkFmEFnVuXYLoHIyntw,Samantha Shaw,https://play-lh.googleusercontent.com/a-/AOh14Gh8k1hL47w1G5HwYI_EkFUmQqpbNYoVLXFIIEcpcw,"Tamara Levitt is the best! The app is well thought out and be it AM, PM or any day of the hour, you can always find something to calm you down and be more aware. The other narrators are awesome as well, but somehow Tamara's voice does the trick for me ❤️",5,0,,2019-04-26 13:41:42,,
2602,gp:AOqpTOFjjjZq0yHvVuvqeQoZIJpGvB7ldYQ0CtDGu54HpWIxhevASV61chmovnqcMumiHSzUhtzTGyEF51szxQ,jordan bowlds,https://play-lh.googleusercontent.com/a-/AOh14GjhItYD88yvLLcKWbTjBu0vYY6WBixke_9mpCJL3Q,"I use the app almost every night to fall asleep. This app has the most amazing stories, they are so calming and so easy to fall asleep to.I have never found anything like it it's so useful 10 out of 10 would recommend to anyone who needs to listen to something to fall aslee",5,0,4.11.2,2019-07-12 08:49:30,,
2603,gp:AOqpTOGWcE4KPusKgiWA1_QcZfAea3mKaFY9mQDUFmJtfL_VdtI1PnNulLKGk2hsPQb0lA4BGJ7KZksWLtke5Q,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Many great meditations grouped together depending on your individual goal(s) for meditation. There is a different ""Daily Calm"" meditation each day on a wide variety of topics that are beneficial regardless of what one chooses for goal(s) noted in first sentence.",5,0,4.6.3,2019-04-01 04:48:42,,
2604,gp:AOqpTOHyFBvu7zfQMejhAnVQOa6RXpWeejqTBxkcAI-BionguZz28xpm1anL5WYFXiq1qGkUloda85m2zHRXZA,PissHouseBoyz Play,https://play-lh.googleusercontent.com/a-/AOh14GgyA2sSTV2hgIO-tIbGAIJ-CVEZCkJuWrVRsDcWT40,"I found myself using the opposite means to get a better night sleep. I ventured into the meditation tab and I've been so pleased with the guidance I've received on how to meditate. I downloaded this app because it was consistently advertised me on Facebook, so I just decided to download it one day. I really wish they offered a month-to-month payment plan instead of just $60 a year. I'm a broke college student and I can't really afford that much up front. Regardless I really love this app.",5,11,4.7.1,2019-04-22 00:38:16,,
2605,gp:AOqpTOH9sbFKnyQKHixAYf4LMRw6cZxU0dNxigLg_NLi1Mqe5qGArXR0ycnFC8WASLLcR0S4Y0arF_XHGa_vUA,Alexis,https://play-lh.googleusercontent.com/a-/AOh14GiZp-zB1KBh14nEMTFyjsJluzDb7TYfLG-_kvIXdg,The sleep stories are incredible. They help me fall asleep with ease. Most of the time I cant remember when I fell asleep. What I can remember is how calm and relaxed I slept. I used to have trouble sleeping but CALM has help me with that.,5,2,4.3,2018-11-29 07:13:52,,
2606,gp:AOqpTOEo6iIG2jFKNLpfcVj_kACy0tsHdft_TbFj2PNbMD-PkQug3ONgCe_CzQiUmyVpBIKg6x2f_-5bmL1DYA,Shahar Matorin,https://play-lh.googleusercontent.com/a-/AOh14GjTsVTULtuIsSYM_wtKpSG4YvBL1D4mJz_pzjaAP5A,"I just finished the first series of 7 days of Calm, it was a great experience for me, running a community of entrepreneurs and my own Startup is a very intense process every day, I found that 10 min listening to Calm meditation lessons is the best way opening my day.",5,0,4.18,2019-12-31 09:48:21,,
2607,gp:AOqpTOGSFxco1iK2xt9oR6tQqyJIoGc2n3Y8JchYStzHT812DxLpoTUaQPhVu8U-4dMlZTKSmrFNs_XIAPgu-Q,RealLoyal Smoothie,https://play-lh.googleusercontent.com/-x4w7bbsgE30/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckqkATMNaqDSiXS39q0Ge9SPwRkWQ/photo.jpg,So this app is my favorite of all the apps I've ever downloaded well worth the 60 or $70 I spent for a one year subscription it's been amazing especially the mindfulness techniques it really does what it says it will do and the highly recommend it for anyone dealing with anxiety stress behavioral issues and anybody who just wants to explore meditation I was a skeptic at 1st but now I'm hooked I will always re subscribe,5,0,4.11.4,2019-07-23 18:22:33,,
