,date,rating,review,developerResponse.body
70,2020-03-11 10:39:07,5,This app really helps! I’m more focused and I don’t feel stressed out all day while I’m at school.,"Hello, it is great to hear that you like Meditopia :) If you have any questions, you can always reach us via hello@meditopia.com, we are ready to help! Hope you enjoy with wonderful meditation experiences. All the best, İpek - Member Happiness"
71,2020-09-07 02:27:38,5,On those days this app really helps me. Stressed about school and work? Use this app. 100% recommend!,"Hello, I am really glad to hear that you benefit from Meditopia! We are all in a very chaotic time with a lot of uncertainty. Meditation is an experience that has positive effects on our stress management both in the short term and in the long term. Hope you keep meditating with us! Best regards, Ezgi- Member Happiness"
72,2020-02-22 06:22:19,5,The app is presented amazingly and I especially love all the developer responses I saw on reviews. It’s really nice to see responses like that.,"Hello, it is great to have you with us in Meditopia :) If you have any questions, you can always reach us via hello@meditopia.com, we are ready to help! Hope you enjoy with wonderful meditation experiences. All the best, İpek - Member Happiness"
73,2019-12-12 12:00:41,5,"Listened to a lot of Apps ! The narrator is the best, very peaceful! The background sound is perfect! The meditation guidance is great! I start every morning here!","Hello, it is great to hear that you like Meditopia and want it to be a part of your life! I hope you will enjoy the app and you will have the most relieving and relaxing meditation experiences. All the best, İpek - Member Happiness"
74,2020-06-29 16:13:40,5,I’ve had Calm and Sleep. But the woman’s voice is very soothing I love it the most and it’s the one I would recommend.,"Thanks a million for this incredible comment! We are so happy to hear that you find Meditopia relaxing and helpful for your meditation journey. I hope you keep enjoying. Wish you a great day. All the best, İpek - Member Happiness"
75,2019-11-29 15:27:15,5,The title called it,"Great news! We are very happy to hear that you liked Meditopia. I hope you will have wonderful meditation experiences. All the best, İpek - Member Happiness"
76,2020-04-20 18:24:11,5,This is a great app for me too relaxed thank u for putting a ad on my screen :),"Hello, thank you very much for your interest in Meditopia! As we give ourselves time and space, we begin to experience all the transformative effects of meditation. I wish you discover the meditations that will be best to you. All the best, İpek - Member Happiness"
77,2020-02-25 06:15:12,1,You are forced to sign up with Facebook and then you are repeatedly directed to pages you don’t want but they make it impossible to move past.  Very frustrating - and all this for a few!!,"Hello, it is great to hear that you liked Meditopia. I hope you will have very relaxing, calming, and soothing meditation experiences with a lot of insight. We have three options via Facebook, Apple, and e-mail. If you have any questions, you can always reach us via hello@meditopia.com, we are always ready to help. Hope you enjoy! All the best, İpek - Member Happiness"
78,2020-02-27 04:11:47,5,This app is so good with helping you sleep my doughtier latterly goes to sleep before her bed time.,"Hello, it is great to hear that you like Meditopia :) If you have any questions, you can always reach us via hello@meditopia.com, we are ready to help! Hope you all enjoy with wonderful meditation experiences. All the best, İpek - Member Happiness"
79,2020-06-18 08:29:01,5,Really helped me sleep better and have more comfortable sleep mentally,
80,2018-06-09 05:49:15,5,"I liked the voice of the girl, who is talking on this app.",
81,2020-06-28 01:21:29,5,Love how the have they different meditation for all type of situations,"Hello, thank you so much! I hope you discover the most helpful meditations for yourself. Best regards, Ezgi- Member Happiness"
82,2020-08-31 12:48:13,5,Very helpful to my morning routine,"Very good news :) It is one of the best ways to start a day with feeling refreshment in your body and mind. Hope you keep enjoying all the content. Take care! All the best, İpek - Member Happiness"
83,2020-02-29 02:30:55,5,It’s great for making me and you feel sleepy,"Hello, it is great to hear that you liked Meditopia. I hope you will have very relaxing, calming, and soothing meditation experiences with a lot of insight. If you have any questions, you can always reach us via hello@meditopia.com, we are always ready to help. Hope you enjoy! All the best, İpek - Member Happiness"
84,2020-05-06 14:38:31,2,"I think it’s wonderful, but the price tag to have this subscription is really expensive. Don’t know if I can  afford it.","Hello, thank you so much for your interest! We have both free and paid subscriptions. You can listen unlocked meditations without any payment. Moreover, if you share the app with your friends, you can gain 2 weeks gift Premium membership. All the best, İpek - Member Happiness"
85,2020-06-17 21:07:21,5,Hands down the best meditation app I’ve ever tried.,"Thank you so much! This made us really proud. Have an amazing day. Best regards, Ezgi- Member Happiness"
86,2020-06-16 14:59:42,5,Best mediation app I’ve ever used. Even bought the yearly subscription. Worth it,"Hello, thank you so much for your interest in Meditopia. We are happy to hear that you decided meditating for a year. If you have anything to ask,  you can always reach us via hello@meditopia.com. Wish you a great day! All the best, İpek - Member Happiness"
87,2020-08-08 17:18:57,5,This app help you feel less streased they sgow you diffrent ways and tequinches to releave stress. And its free!,"Hello! Meditation is an experience that has positive effects on our stress management both in the short term and long term. Thank you so much for pointing this out and keep meditating with us! Best regards, Ezgi- Member Happiness"
88,2020-05-10 19:55:54,3,Let me meditate your so distracting on all meditations in the there’s never a long pause in none of your meditations you irritate me,"Hello, thank you very much for your interest in Meditopia! As we give ourselves time and space, we begin to experience all the transformative effects of meditation. We have less guided and deeper series too. Moreover, you can meditate with non-directive music. I wish you discover the meditations that will be best to you. All the best, İpek - Member Happiness"
89,2020-01-26 02:04:19,5,So fun,"Hello, it is great to hear that you liked Meditopia! I hope you will have very relaxing and soothing meditation experiences. If you have any questions, we are always ready to help you via hello@meditopia.com. Wish you a great day! All the best, İpek - Member Happiness"
90,2018-04-17 06:55:26,5,Calming beautiful voice.,
91,2020-06-16 12:48:42,5,It’s been a wonderful help for my personal growth,"Hello, it is great to hear that meditation is part of your journey to self-awareness and self-compassion. We are happy to have you among us. If you have any question to ask, you can always reach us via hello@meditopia.com. Take care! All the best, İpek - Member Happiness"
92,2021-01-21 11:24:10,1,My friend sent me a link that promised a month of premium access if I install the app. No promised premium whatsoever! Scammers! Should be deleted from the apple store! Will delete it immediately and do not recommend this to anyone!,"Hello!  In order for you to use the 30-day free trial, you must have downloaded Meditopia for the first time using the sent link. Can you please reach us through hello@meditopia.com? We would like to fix this for you and we would be so happy if you'd join us for a month. Hope you keep meditating! All the best, Ezgi- Member Happiness"
93,2020-06-19 03:38:35,5,Use this app morning and night for mental health,"First of all, I wish you a great day. Thank you for sharing your comment with us :) It is perfect to have a daily meditation routine especially for beginning and ending your day. Hope you enjoy! All the best, İpek - Member Happiness"
94,2020-01-05 00:11:15,5,Most relaxing thing on earth,"Hello, it is great to hear that you have relaxing meditation experiences with Meditopia! If you have any questions, you can always reach us via hello@meditopia.com. I hope you enjoy. All the best, İpek - Member Happiness"
95,2020-12-16 19:19:44,5,It was great but I just love peopleShouldn’t have to pay for the premium,"Hello! Thank you so much for your feedback! We would love you to have unlimited meditation experience with us. You can have free access to Premium content by sharing the app with your friends. Please reach us through hello@meditopia.com if you need any assistance. Have a great day! All the best, Ezgi- Member Happiness"
96,2019-11-12 18:54:21,5,These exercises are helping me so much,"Hello! Very good to hear from you! I hope they will help much more. Wish you great meditations. All the best, İpek - Member Happiness"
97,2020-10-29 10:16:21,5,This is by far my favorite app for meditation.,"Hello! We know we are the best!:) Thank you for your kind feedback. It is great to know that you are enjoying your meditation journey with us. Hope you find the best meditations for yourself and keep practising. Have an amazing day! All the best, Ezgi- Member Happiness"
98,2020-05-01 22:39:14,1,"They’ve been illegally withdrawing funds from my account. I deleted my account a week into a 60 day free trial. They’ve charged me every month and they refuse to refund my mo Wu. They’re in imstanbul turkey so they apparently don’t have to abide by US laws. DO NOT DOWNLOAD, THIS IS A SCAM!","Hello, it is great to hear that you are interested in meditation. In order for us to see your membership details, you can always reach us via hello@meditopia.com, we are ready to help! All the best, İpek - Member Happiness"
99,2019-11-11 02:33:50,1,"Horrible in my opinion, not sure how all these good reviews even got here. Meditations are all just a few minutes long.. around 5. Not much there.","Hello, firstly I wish you a great week ahead! We have more than 350 meditations which are at different length from 1 minute to 30 minutes. If you are in free account and would like to try Premium, you can share the app with your loved ones and get 2 weeks gift Premium membership. If any questions, you can always reach us via hello@meditopia.com All the best, Seher - Member Happiness"
100,2020-05-30 09:15:17,5,Knocked me out couldn’t be happier,"Hello, thank you so much for this precious comment! It is glad to hear that you have positive feelings thanks to meditating. As we begin giving ourselves a special time and care, we discover various sensations and feelings of our own. I hope you will have soothing and insightful meditation experiences. Wish you a great day! All the best, İpek - Member Happiness"
101,2020-04-08 12:46:40,5,I’m loving it. Training my mind to get rid of negative thoughts,"Merhaba, meditasyonu sevmiş olman şahane bir haber! Soruların olursa bize her zaman merhaba@meditopia.com adresinden ulaşabilirsin. Dilerim zihin beden dengeni bulduğun, bol içgörülü meditasyon deneyimlerin olur. Sevgiler, İpek - Üye Mutluluğu"
102,2019-07-18 04:11:01,5,"Brings light and gentleness and understanding to life.

Thank you.","Such a touching comment :) Thank you for sharing. I hope your light will always show your way. Take care! All the best, Seher - Member Happiness"
103,2020-04-03 09:18:48,5,Life changeing decision to expierience this wonderful app meditopia,"Hello, it is great to hear that you liked Meditopia. I hope you will have very relaxing, calming, and soothing meditation experiences with a lot of insight. If you have any questions, you can always reach us via hello@meditopia.com, we are always ready to help. Hope you enjoy! All the best, İpek - Member Happiness"
104,2020-08-10 08:50:06,5,"Very in tune with the into , relaxed me and had me so focused .","Great news! We are so happy to hear that meditation helps you focus better with a clearer state of mind. Hope you keep enjoying all the content. Keep safe and healthy! All the best, İpek - Member Happiness"
105,2020-10-06 09:46:02,1,"Signed up for ""free"" app. Found out it is $59 year. Tried free trial and all I got was 3 minutes of unintelligible gibberish spoken by someone with annoying vocal tone. Ended up annoyed.","There are both free and paid subscriptions. You can listen unlocked meditations without any payment as long as you want. In Premium version, there are monthly, six-months, and yearly payment plans. Moreover, if you share the app with your friends, you can gain 2 weeks gift Premium membership. Hope you keep meditating. All the best, İpek - Member Happiness"
106,2020-02-19 06:14:12,5,really helps with stress .. lack of sleep .. helps clear your mind i would highly recommend!! :),"Hello, it is great to hear that you liked Meditopia. I hope you will have very relaxing, calming, and soothing meditation experiences with a lot of insight. If you have any questions, you can always reach us via hello@meditopia.com, we are always ready to help. Hope you enjoy! All the best, İpek - Member Happiness"
107,2020-03-20 06:14:16,5,This app is great it help me fall asleep before school,"
Hello, it is great to hear that you liked Meditopia. I hope you will have very relaxing, calming, and soothing meditation experiences with a lot of insight. If you have any questions, you can always reach us via hello@meditopia.com, we are always ready to help. Hope you enjoy! All the best, İpek - Member Happiness
"
108,2019-03-30 22:32:52,4,"Great app, wish more free meditations were available.","Thank you so much for your comment. If you would like to try Premium account, by sharing the app with your friends, you can get 2 weeks gift Premium membership. If you need more details, you can always reach me via hello@meditopia.com Hope you enjoy! All the best, Seher - Member Happiness"
109,2020-01-23 15:27:31,5,It’s so relaxing,"Hello, it is great to hear that you liked Meditopia. You can always reach us via hello@meditopia.com if you have any questions. Hope you enjoy! All the best, İpek - Member Happiness"
110,2018-06-04 04:20:16,5,Learning every meditation session..,
111,2020-12-16 05:46:41,5,Meditopia makes me feel relax and fulfilled. Love it 💘,"Hello İpek! So glad to hear that! Meditation is a wonderful experience for relaxing and feeling fulfilled. It also have many other benefits that I hope you will be experiencing in the future. Please keep meditating with us regularly! All the best, Ezgi- Member Happiness"
112,2020-02-10 03:31:59,5,"Idk even know what else to say besides, Jesus this works like a charm!","Hello Gracie, it is great to hear that you liked Meditopia! I hope you will have many soothing and insightful meditation experiences :) If you have any questions, you can always reach us via hello@meditopia.com, we are always ready to help! All the best, İpek - Member Happiness"
113,2020-03-23 05:13:45,4,"I love this app, but ione session can be a little to long","Hello, it is great to hear that you liked Meditopia. I hope you will have very relaxing, calming, and soothing meditation experiences with a lot of insight. If you have any questions about the app, you can always reach us via hello@meditopia.com, we are always ready to help. Hope you enjoy! All the best, İpek - Member Happiness"
114,2020-04-03 09:57:47,5,Amazing app it really helps,"Hello, it is great to hear that you like Meditopia :) If you have any questions, you can always reach us via hello@meditopia.com, we are ready to help! Hope you enjoy with wonderful meditation experiences. All the best, İpek - Member Happiness"
115,2020-03-09 10:46:45,5,this app makes me and it calms me down and it’s amazing and happy and now i can get threw eny thing threw this app,"Hello, it is great to hear that you liked Meditopia. I hope you will have very relaxing, calming, and soothing meditation experiences with a lot of insight. If you have any questions, you can always reach us via hello@meditopia.com, we are always ready to help. Hope you enjoy! All the best, İpek - Member Happiness"
116,2020-02-16 00:20:05,5,Everybody  need to get this app,"Hello, it is great to hear that you liked Meditopia. I hope you will have very relaxing, calming, and soothing meditation experiences with a lot of insight. If you have any questions, you can always reach us via hello@meditopia.com, we are always ready to help. Hope you enjoy! All the best, İpek - Member Happiness"
117,2018-12-30 16:45:46,2,okay so i got the app and i’m trying to sign up but the first thing it asks is my name. than the next thing is the same thing and when i press the arrow to continue it just sits there! is there a solution to this?,"Sorry for the trouble! Firstly I suggest to remove the app and reload again. If this doesn't work, please reach me through hello@meditopia.com, I will check with our technical team. Wish you a great year! All the best, Seher - Member Happiness"
118,2020-02-05 02:46:12,5,This worked soo well,"Hello, it is great to hear that you liked Meditopia! I hope you will have wonderful meditations :) If you have any questions, you can always reach us via hello@meditopia.com. All the best, İpek - Member Happiness"
119,2019-07-27 05:58:36,5,I love this app it made me more calm  and relaxed 😁😁😁🙃🙃,"Hello, thanks a lot for this nice comment. Wish you more relaxing days! All the best, Seher - Member Happiness"
120,2020-03-31 02:08:23,5,Beautiful awesome app!,"Hello, it is great to hear that you like Meditopia :) If you have any questions, you can always reach us via hello@meditopia.com, we are ready to help! Hope you enjoy with wonderful meditation experiences. All the best, İpek - Member Happiness"
121,2020-01-29 04:36:29,5,Helps me feel clam and relaxed and sleepy,"Hello, it is great to hear that you have relaxing and calming meditation experiences. If you have any questions, you can always reach us via hello@meditopia.com. Hope you enjoy! All the best, İpek - Member Happiness"
122,2020-08-30 05:50:20,1,"This is scam
It rip 1 year subscription 59 usd for very poor application 
Refund my money and cancel my subscription","There are both free and paid subscriptions. There is payment only if you subscribe to Premium membership. We would like to help you for cancellation and refund process. Please reach us via hello@meditopia.com so that we can check your membership details and help. All the best, İpek - Member Happiness"
123,2020-01-14 05:51:11,5,So relaxing,"Hello, it is great to hear that you are interested in Meditopia. I hope you will have calming, soothing, and, insightful meditations. If you have any questions, you can always reach us via hello@meditopia.com, we are waiting to help you! All the best, İpek - Member Happiness"
124,2020-04-29 14:27:46,2,"The advertisements for this app depict relaxing visuals, but there is no visual element to the meditations. They are just sound.","Thank you for your comment. Meditation is an auditory activity and as suggested in ads, it has a relaxing effect. Instead of looking at visuals during the meditative time of the day, we close our eyes or concentrate on a non-moving point. This is how we can actually make inner visualisations and how we can sense an inner relaxation. Hope you keep meditating with or without us. All the best, İpek - Member Happiness"
125,2020-11-19 14:21:56,5,"loving the fact that this helps me, even in the slightest.","Hello! We are so happy to hear that you experience the benefits of meditation. Hope you keep enjoy meditating with us! All the best, Ezgi- Member Happiness"
126,2020-06-18 20:26:36,5,This app is super cool and helpful 🙌,
127,2019-07-20 23:13:28,5,This is and AMAZING!!!!!!!!!!!!!!!!App everyone can use meditation.,"Thank you so much for your comment :) We are glad to hear you love the app. Wish you great meditations! Take care, All the best, Seher - Member Happiness"
128,2019-01-22 04:07:50,5,Mat to my office to what I,
129,2019-10-29 19:41:29,1,How the hell do I delete this crap off my phone?,"Hello, hope you are having a great day! If you can mail to hello@meditopia.com, we can check your account details and help you. All the best, Seher - Member Happiness"
130,2019-01-30 00:18:24,5,Is nice i like the exeresis,"Thank you so much for your comment :) Hope you enjoy more every time you do the meditation! Take care! All the best, Seher - Member Happiness"
131,2019-08-15 08:28:02,5,Relaxing 😌,"Thank you so much for your comment :) Meditation balances the nervous system so the body relaxes accordingly. Hope you enjoy more! Wish you great day! All the best, Seher - Member Happiness"
132,2020-06-25 01:41:56,5,I love it.,
133,2020-02-20 04:35:06,5,Amazing very calming,"Hello, it is great to hear that you liked Meditopia. I hope you will have very relaxing, calming, and soothing meditation experiences with a lot of insight. If you have any questions, you can always reach us via hello@meditopia.com, we are always ready to help. Hope you enjoy! All the best, İpek - Member Happiness"
134,2019-04-21 02:44:42,5,Thankful!!!,"We thank you, as well! Wish you great meditations! All the best, Seher - Member Happiness"
135,2020-11-21 06:02:28,1,SERIOUSLY?!?! Like u’ve locked ALL content & EVERY SINGLE MEDITATION behind a paywall?! No more Daily Free random meditation?? Buh bye.,"Thank you for your comment. In free Membership, 15 contents are free and available permanently. Regarding daily meditations, you can listen 3 different ones. We would love you to continue meditating with us without feeling any limitation. By sharing the app with your friends you can gain 2 weeks of Premium membership and have access to all of our content. Also, if you would like to continue as a Premium member, please reach us through hello@meditopia.com so that we can inform you when we have special offers. All the best, Ezgi - Member Happiness"
136,2020-02-21 09:20:10,5,Meditopia calms the savage beast!!!,"Hello, it is great to hear that you liked Meditopia. I hope you will have very relaxing, calming, and soothing meditation experiences with a lot of insight. If you have any questions, you can always reach us via hello@meditopia.com, we are always ready to help. Hope you enjoy! All the best, İpek - Member Happiness"
137,2020-07-29 02:19:32,5,Great ROI,"Thank you for your comment. Hope you will have soothing and insightful meditation experiences. Take care! All the best, İpek - Member Happiness"
138,2020-03-12 07:30:53,1,It’s not free. You get a very small trial Eric’s and then it $70 to purchase.,"Hello, we have both free and paid subscriptions. You can listen unlocked meditations without any payment. Moreover, if you share the app with your friends, you can gain 2 weeks gift Premium membership. Hope you enjoy! All the best, İpek - Member Happiness"
139,2020-02-10 21:42:26,5,It is so nice,"Hello, it is great to hear that you liked Meditopia. I hope you will have very relaxing, calming, and soothing meditation experiences with a lot of insight. If you have any questions, you can always reach us via hello@meditopia.com, we are always ready to help. Hope you enjoy! All the best, İpek - Member Happiness"
140,2020-07-11 02:55:50,5,"Agüita fresca de manantial, para tu alma..",
141,2018-11-09 17:15:46,5,AAA+,"Thank you so much 🙏 Have a great week! All the best, Seher - Member Happiness"
142,2020-06-20 04:10:11,5,¡¡Es increíble!!,"¡Muchas gracias por tu comentario! Esperamos que puedas seguir meditando con nosotros para tener los beneficios de la práctica día con día. ¡Que estés muy bien!
Paola - Felicidad de Miembros"
143,2020-06-24 04:00:08,5,"Me gusta mucho, me ha ayudado en estos días con sus técnicas de relajación y meditación! La recomiendo",
144,2020-05-30 03:42:20,5,Estupenda aplicación y meditación gracias,"
¡Hola, muchas gracias por tu lindo comentario! Nos encantaría si puedes dejar un testimonio en nuestra página: https://meditopia.com/testimonial/es. ¡Que tengas lindo día!
Paola - Felicidad de Miembros
"
145,2020-05-26 23:40:50,5,"Hola recientemente reinicio mi teléfono de fábrica y perdí la cuenta no recuerdo como creé la cuenta pero tengo suscripción anual puedo enviarle el recibo si lo necesitan.
Me gustaría que me ayudaran a recuperar mi cuenta porque realmente me gustaba y ya tenía una suscripción","¡Hola! Claro que si, te apoyo con mucho gusto. Por favor envíame un correo con el recibo de tu suscripción a hola@meditopia.com. ¡Que tengas lindo día!
Paola - Felicidad de Miembros"
146,2019-01-14 01:34:13,5,"Me parece una gran app, las meditaciones son espectaculares.","¡Hola Made! Nos da mucho gusto que la estés disfrutando y te sea de beneficio. ¡Que estés muy bien!
Paola - Felicidad de Miembros"
147,2018-12-14 13:27:24,5,Ayuda a centrarse en el aqui y ahora,"Maravilloso! Espero que la app siempre la ayudará en esta manera!
Sinceramente,
Zeynep - Felicidad de Miembros"
148,2018-12-11 17:43:54,5,Solo una prueba de meditación de 5 minutos y logro lo q no he logrado durmiendo por 6 horas cada día,"Esto es maravilloso! Gracias por compartirlo con nosostros! Espero que la app siempre le ayudará en esta manera :)
Sinceramente,
Zeynep - Felicidad de Miembros"
149,2018-04-28 20:23:42,5,Estoy muy feliz con esta aplicación,
150,2021-02-11 01:45:43,5,Reconfortante,
151,2021-02-08 04:38:19,5,Me relaja mucho y es buena,
152,2021-01-13 03:23:37,5,Lo seguiré haciendo,
153,2021-01-12 12:09:29,5,"Me ayuda aliviar el estrés, la ansiedad y he logrado controlar la respiración de forma que ya no me tenso como antes.","¡Hola! Es genial que puedas estar notando los beneficios de la práctica ☺️ Por favor sigue practicando diariamente para poder integrar esto cada vez más a tu sistema nervioso. ¡Que estés muy bien!
Paola - Felicidad de Miembros "
154,2021-01-04 21:40:39,5,Lo más genial de esta app es que esta disponible para teléfono como para iPad o iPod esta genial. Descárguenla enserio es genial.,
155,2021-01-02 12:06:42,5,"Es un app que te ayuda a meditar mejor y tiene todas las herramientas para hacerlo! Y si eres una persona novata en meditar, es muy fácil con esta aplicación",
156,2020-12-15 10:07:27,5,Me encanto la meditación es muy relajante esta app es muy buena se las recomiendo,"Nos alegra saber que pudiste relajarte. Este es uno de los muchos beneficios de la meditación. Por favor sigue practicando diariamente para cultivar el hábito y tener los beneficios día a día. ¡Que estés muy bien!
Paola - Felicidad de Miembros"
157,2020-12-24 14:22:58,1,No escuche nada,"¡Hola! Lamentamos que tengas problemas con la app. Para apoyarte con problemas técnicos por favor escríbenos a hola@meditopia.com, estamos para ayudarte. ¡Feliz Navidad!
Paola - Felicidad de Miembros"
158,2020-12-20 23:36:43,4,Но есть куда расти,"С удовольствием рассмотрим ваши замечания и предложения по адресу privet@meditopia.com 😉 С уважением, Елена — участник команды Счастья "
159,2020-11-28 23:39:04,5,Me encanta 😻,
160,2020-11-07 07:06:46,5,"Muchas, muchísimas gracias por esta app.
Este año ha sido el más complicado en mi vida, el más doloroso y el de mayor iluminación también. Y es aquí, en la iluminación, donde entra el protagonismo de esta app.
He empezado mi camino de despertar de consciencia y llegué hasta aquí gracias a un canal de YouTube.
Es muy completa. Hace un par de días pensaba que solamente tenía algo en contra, el alto volumen del sonido de fondo de la naturaleza. Entonces empecé a revisar las funciones y me di cuenta de que ese volumen puede ser ajustado al nivel deseado. Cuando encontré la opción de regular el volumen fue como mi momento “Eureka”. Y ahora puedo decirlo alto y claro: es una app PERFECTA.
Mi única recomendación, en cuanto a contenido, es que incluyan, de ser posible, meditaciones para sanar el niño interior. Es un paso fundamental para el crecimiento y desarrollo espiritual, pues todos tenemos bloqueos que sanar en esa área.
Les felicito mucho por Meditopia, incluye todo lo necesario para este viaje de encontrarse a uno mismo.
Gracias. Gracias. Gracias.","¡Muchas gracias por tu lindo y detallado comentario! Nos alegra muchísimo saber que te hemos podido apoyar y que has logrado transitar los retos de la vida para tener mayor sabiduría, amor y compasión. Nos encantaría conocer más de tu experiencia con la app, por favor escríbenos a hola@meditopia.com. ¡Que estés muy bien!
Paola - Felicidad de Miembros "
161,2020-10-23 06:02:23,5,"Llevo dos dias y me siento muy biem meditar es la mejor salud mental y para tener una buena vida y felicidad esta en uno mismo y esta app vala la pena cada centavo . Porque al final el dimero y material no importa si no el bien de uno mismo y de todos nuestros seres queridos , salu2","¡Muchas gracias por tu lindo comentario! Estamos de acuerdo contigo y te agradecemos y valoramos mucho tu disposición por invertir en tu salud mental y emocional. Gracias por hacer el mundo un mejor lugar con tu práctica. Estamos para apoyarte en este camino. ¡Que tengas lindo día!
Paola - Felicidad de Miembros"
162,2020-10-04 13:13:46,5,Es lo mejor te relaja y te ase ver la vida de otra manera úsalo si tienes problemas es lo mejor para que lo usen,"¡Gracias por tu comentario! Nos alegra saber que la app te ayuda a relajarte y a ver las cosas desde otra perspectiva. Uno de los beneficios de la meditación es ayudarnos para  conectar con nuestros recursos internos, y así podemos resolver mejor los problemas del día a día. ¡Por favor sigue practicando diariamente!, Saludos.
Paola - Felicidad de Miembros"
163,2020-09-15 00:41:02,5,Nunca lo había intentado de manera formal y en estos momentos de mi vida quiero hacerlo!!!,"Nos alegra que quieras iniciar a meditar y que podamos acompañarte en este camino 😌
Estamos seguros de que será un camino maravilloso lleno de aprendizajes y muchos beneficios para tu vida. ¡Que estés muy bien!
Paola - Felicidad de Miembros "
164,2020-09-07 23:44:09,5,Tranquilizante y relajador,
165,2020-08-31 11:38:43,5,Me estoy di entiendo mejor desde que medito con esta guía,
166,2020-08-29 16:56:00,5,"Luego les escribiré, por el momento me estoy sintiendo muy bien y aprendiendo mucho de las meditaciones",
167,2020-08-27 23:04:51,5,"Esta APP me cambio la vida para bien. No hay un solo día que no la use.
Gracias, gracias y más gracias! 
Namasté","¡Nos alegra y nos inspira saber que hemos aportado algo de beneficio a tu vida! Gracias por darte el tiempo para dedicarlo a tu práctica diaria y por confiar en nosotros para acompañarte en este proceso. Esperamos poder seguirlo haciendo por mucho tiempo más. ¡Que estés muy bien!
Paola - Felicidad de Miembros"
168,2020-08-13 17:35:30,5,Meditopia es la mejor app para meditar 🥰,
169,2020-08-11 17:17:07,5,"Minha filha que me indicou. Estou adotando. Quando me sinto cansada, estressada vou correndo para o Meditopia. Antes eu ia tomar um relaxante agora faço uma sessão de Meditopia. Super recomendo.","Uau, que ótimo saber disso! Ficamos muito felizes em saber que as meditações estão te ajudando a relaxar e ter hábitos mais saudáveis. Agradecemos à sua filha pela indicação =)

Esperamos que vocês duas continuem meditando com a gente por muito tempo!
Tenham um ótimo dia!
Livia, da Equipe de Felicidade dos Usuários"
170,2020-07-31 01:47:57,5,Increíble como te transporta,
171,2020-07-29 05:03:00,5,Estaba buscando cómo podía dormir tranquilamente y luego me aye esta app en un anuncio de inmediato me interesó y baje la app,
172,2020-07-23 10:57:06,5,Se que eso ya lo deben que saber pero en verdad relaja te quita el estrés siempre hay una meditación según cómo te sientes todos los días como tienen algunas meditación  gratis es mejor pagar la versión pagada te juro que no te vas arrepentir.,
173,2020-07-20 16:27:42,5,Gracias a esta aplicación uno puede centrarse en cualquier momento,
174,2020-07-16 17:05:32,5,"Las sesiones de meditación me ha dado mucha Paz y tranquilidad en este mundo caótico. Gracias, gracias,gracias",
175,2020-07-15 12:00:46,5,Me encanta !,"¡Gracias por tu comentario! Nos alegra saber que la app ha cubierto tus expectativas. Por favor haznos saber si podemos hacer algo para mejorar tu experiencia de la app. ¡Que tengas lindo día!
Paola - Felicidad de Miembros"
176,2020-07-07 23:00:14,5,"En ella he podido encontrar todo lo que he necesitado de acuerdo a mi objetivo.
Espectacular!","¡Nos alegra mucho tenerte en nuestra comunidad! Gracias por el tiempo que te das para meditar y hacer del mundo un lugar mejor con tu práctica. ¡Que estés muy bien!
Paola - Felicidad de Miembros "
177,2020-07-05 23:12:02,5,Потрясающее приложение. Всегда чувствую себя гораздо легче и воодушевленней после каждой медитации! Браво авторам и всей команде кто трудится над этим проектом!,
178,2020-07-07 15:15:07,4,Хорошая программа. Помогает. Хотелось бы побольше бесплатных уроков). Спасибо.,
179,2020-07-02 11:16:49,5,"Спасибо создателям этого приложения ! Увидела рекламу в Инстаграмм , перешла и в первый же день поняла, что подпишусь  на год . 
Это не просто медитации и обучение им, это , намного больше .",
180,2020-06-28 02:53:02,5,La mejor app que puedo tener en mi celular,"
¡Muchas gracias por tus lindos comentarios! Para nosotros es un privilegio que nos permitas ser parte de tu día a día. Un cálido abrazo y nuestros mejores deseos. 
Paola - Felicidad de Miembros.
"
181,2020-06-25 11:13:44,5,Estabilización del centro emocional,"
¡Muchas gracias por tus lindos comentarios! Para nosotros es un privilegio que nos permitas ser parte de tu día a día. Un cálido abrazo y nuestros mejores deseos. 

Paola - Felicidad de Miembros.
"
182,2020-06-25 09:37:38,5,Gracias por aparecer para ayudarme en mi  vida!,
183,2020-06-19 15:46:53,5,"Me encanta es aplicación! Para mi es un excelente herramienta en todo momento, siempre te sientes identificado con alguna de sus meditaciones, la voz que la guia es muy agradable, es una aplicación que debería tener toda persona como herramienta en cualquier momento, llevo 3 años con ella y es una de mis mejores inversiones!!!","¡Gracias por ser parte de nuestra comunidad por todo este tiempo! Nos inspira que estés comprometida con tu camino y veas el valor de invertir en tu salud mental y emocional. ¡Esperamos seguir acompañando tu proceso de autoconocimiento por mucho tiempo más!
Paola - Felicidad de Miembros"
184,2020-06-19 03:44:50,5,Absolutamente mejoró mi sueño y eso me da un mejor día soy nuevo en esto y ya me encanta,
185,2020-06-18 21:18:44,5,"Отличная программа для восполнения внутреннего ресурса и расслабления. Стала спокойнее за месяц медитаций. 
Спасибо!",
186,2020-06-06 03:42:19,5,Me permitió regularizar mi sueño. La voz cálida y amena calma el alma.,"¡Que bueno que pudiste dormir mejor! Esperamos que puedas seguir meditando diariamente para que puedas descansar y tener un espacio de calma y serenidad. ¡Que estés muy bien!
Paola - Felicidad de Miembros"
